puzzle,path,generated,expanded,close,open,alg
Jam-12,17,7701,855,855,148,0
Jam-12,17,2643,297,297,104,0
Jam-12,17,2679,301,301,114,0
Jam-12,29,8048,898,898,154,0
Jam-12,17,7743,858,858,167,0
Jam-12,17,2641,297,297,103,0
Jam-12,17,2641,297,297,103,0
Jam-12,17,2678,301,301,112,0
Jam-12,29,8100,905,905,135,0
Jam-12,17,2623,295,295,97,0
Jam-12,17,2604,294,294,81,0
Jam-12,17,2676,301,301,111,0
Jam-12,17,2614,295,295,89,0
Jam-12,17,7708,855,855,149,0
Jam-12,17,7711,856,856,144,0
Jam-12,17,2608,294,294,87,0
Jam-12,17,2603,294,294,83,0
Jam-12,17,2608,294,294,84,0
Jam-12,17,2611,294,294,89,0
Jam-12,29,8029,896,896,135,0
Jam-12,31,8093,905,905,126,0
Jam-12,17,2678,301,301,112,0
Jam-12,17,2641,297,297,101,0
Jam-12,17,7710,855,855,153,0
Jam-12,17,2627,297,297,89,0
Jam-12,32,8133,908,908,153,0
Jam-12,29,8071,901,901,139,0
Jam-12,17,2631,297,297,91,0
Jam-12,32,8077,902,902,134,0
Jam-12,31,8112,906,906,135,0
Jam-12,17,2624,296,296,92,0
Jam-12,17,2660,300,300,104,0
Jam-12,17,2593,292,292,81,0
Jam-12,17,2615,294,294,95,0
Jam-12,17,7697,854,854,145,0
Jam-12,17,7700,854,854,148,0
Jam-12,32,8087,903,903,135,0
Jam-12,17,7758,860,860,172,0
Jam-12,17,2651,298,298,105,0
Jam-13,18,4769,626,626,616,0
Jam-13,18,4694,616,616,630,0
Jam-13,18,4564,600,600,602,0
Jam-13,18,4672,613,613,607,0
Jam-13,18,4575,601,601,607,0
Jam-13,18,4633,609,609,616,0
Jam-13,18,4881,640,640,627,0
Jam-13,18,4597,604,604,610,0
Jam-13,18,4750,623,623,616,0
Jam-13,18,4599,604,604,615,0
Jam-13,18,4749,624,624,604,0
Jam-13,18,4661,612,612,625,0
Jam-13,18,4812,632,632,616,0
Jam-13,18,4638,609,609,613,0
Jam-13,18,4817,632,632,620,0
Jam-13,18,4645,610,610,605,0
Jam-13,18,4755,625,625,599,0
Jam-13,18,4798,631,631,591,0
Jam-13,18,4687,616,616,608,0
Jam-13,18,4594,604,604,611,0
Jam-13,18,4844,636,636,606,0
Jam-13,18,4753,624,624,614,0
Jam-13,18,4820,633,633,612,0
Jam-13,18,4720,621,621,592,0
Jam-13,18,4717,619,619,611,0
Jam-13,18,4604,605,605,616,0
Jam-13,18,4767,626,626,621,0
Jam-13,18,4718,620,620,618,0
Jam-13,18,4582,602,602,607,0
Jam-13,18,4606,606,606,597,0
Jam-13,18,4819,633,633,606,0
Jam-13,18,4752,622,622,645,0
Jam-13,18,4630,609,609,608,0
Jam-13,18,4748,623,623,631,0
Jam-13,18,4600,604,604,614,0
Jam-13,18,4819,633,633,622,0
Jam-13,18,4818,633,633,611,0
Jam-13,18,4647,611,611,609,0
Jam-13,18,4711,619,619,600,0
Jam-13,18,4683,614,614,634,0
Jam-13,18,4780,628,628,615,0
Jam-13,18,4827,634,634,611,0
Jam-13,18,4705,619,619,604,0
Jam-13,18,4921,645,645,635,0
Jam-13,18,4601,605,605,598,0
Jam-13,18,4614,607,607,594,0
Jam-13,18,4907,644,644,623,0
Jam-13,18,4699,616,616,632,0
Jam-13,18,4565,601,601,592,0
Jam-13,18,4799,630,630,612,0
Jam-13,18,4571,601,601,600,0
Jam-13,18,4703,617,617,607,0
Jam-13,18,4712,618,618,613,0
Jam-13,18,4770,627,627,619,0
Jam-13,18,4916,644,644,637,0
Jam-13,18,4669,613,613,612,0
Jam-13,18,4669,613,613,604,0
Jam-13,18,4607,606,606,596,0
Jam-13,18,4665,613,613,601,0
Jam-13,18,4755,625,625,617,0
Jam-13,18,4660,612,612,615,0
Jam-13,18,4641,611,611,587,0
Jam-13,18,4662,612,612,617,0
Jam-13,18,4721,620,620,603,0
Jam-13,18,4629,608,608,613,0
Jam-13,18,4842,635,635,628,0
Jam-13,18,4735,621,621,620,0
Jam-13,18,4665,613,613,594,0
Jam-13,18,4698,617,617,605,0
Jam-13,18,4679,615,615,599,0
Jam-13,18,4678,615,615,602,0
Jam-13,18,4579,602,602,607,0
Jam-13,18,4787,629,629,615,0
Jam-13,18,4618,608,608,583,0
Jam-13,18,4754,624,624,620,0
Jam-13,18,4570,601,601,599,0
Jam-13,18,4803,630,630,628,0
Jam-13,18,4729,621,621,610,0
Jam-13,18,4654,611,611,609,0
Jam-13,18,4672,614,614,596,0
Jam-13,18,4583,602,602,613,0
Jam-13,18,4600,605,605,602,0
Jam-13,18,4558,600,600,596,0
Jam-13,18,4660,612,612,605,0
Jam-13,18,4587,603,603,605,0
Jam-13,18,4719,619,619,619,0
Jam-13,18,4586,603,603,601,0
Jam-13,18,4541,598,598,588,0
Jam-13,18,4765,627,627,600,0
Jam-13,18,4604,606,606,597,0
Jam-13,18,4552,599,599,594,0
Jam-13,18,4636,609,609,617,0
Jam-13,18,4574,602,602,594,0
Jam-13,18,4882,641,641,608,0
Jam-13,18,4780,627,627,630,0
Jam-13,18,4684,616,616,604,0
Jam-13,18,4594,604,604,607,0
Jam-13,18,4684,615,615,616,0
Jam-13,18,4620,608,608,595,0
Jam-13,18,4549,599,599,590,0
Jam-14,19,4977,478,478,1015,0
Jam-14,20,4433,433,433,989,0
Jam-14,19,4321,424,424,902,0
Jam-14,20,5053,506,506,1080,0
Jam-14,20,4013,397,397,873,0
Jam-14,19,4002,393,393,881,0
Jam-14,20,4076,404,404,867,0
Jam-14,19,4306,436,436,910,0
Jam-14,20,3878,386,386,819,0
Jam-14,19,3860,382,382,828,0
Jam-14,19,4723,471,471,1021,0
Jam-14,20,4942,499,499,973,0
Jam-14,20,5125,513,513,1081,0
Jam-14,20,4119,407,407,902,0
Jam-14,19,4380,440,440,947,0
Jam-14,20,4649,449,449,1045,0
Jam-14,20,4813,483,483,1009,0
Jam-14,20,4067,403,403,875,0
Jam-14,20,4484,436,436,1022,0
Jam-14,20,4229,419,419,899,0
Jam-14,20,4695,455,455,1023,0
Jam-14,19,5500,541,541,1091,0
Jam-14,19,5004,504,504,910,0
Jam-14,19,4564,464,464,913,0
Jam-14,20,3888,386,386,837,0
Jam-14,20,4120,403,403,936,0
Jam-14,20,4536,456,456,996,0
Jam-14,20,5073,508,508,1034,0
Jam-14,20,4072,403,403,901,0
Jam-14,20,4320,420,420,987,0
Jam-14,20,5134,516,516,1000,0
Jam-14,20,4630,472,472,934,0
Jam-14,20,3911,389,389,836,0
Jam-14,20,5281,525,525,1143,0
Jam-14,19,4628,454,454,891,0
Jam-14,19,4205,409,409,927,0
Jam-14,20,4499,458,458,907,0
Jam-14,19,4288,421,421,921,0
Jam-14,20,4973,496,496,1072,0
Jam-14,20,5094,510,510,1061,0
Jam-14,19,4582,463,463,937,0
Jam-14,20,5502,547,547,1040,0
Jam-14,19,4415,427,427,1008,0
Jam-14,20,4804,484,484,963,0
Jam-14,20,4328,426,426,961,0
Jam-14,19,4692,470,470,1016,0
Jam-14,20,4403,448,448,893,0
Jam-14,19,4476,435,435,957,0
Jam-14,20,4300,418,418,996,0
Jam-14,20,4675,468,468,1004,0
Jam-14,20,5327,531,531,1048,0
Jam-14,19,4389,447,447,814,0
Jam-14,19,5134,508,508,1087,0
Jam-14,19,3863,380,380,840,0
Jam-14,20,4699,471,471,1031,0
Jam-14,20,4206,410,410,969,0
Jam-14,19,4695,457,457,984,0
Jam-14,19,4672,454,454,966,0
Jam-14,19,4198,429,429,839,0
Jam-14,20,3962,394,394,862,0
Jam-14,19,4056,399,399,887,0
Jam-14,20,4882,492,492,973,0
Jam-14,20,4697,470,470,1026,0
Jam-14,20,4282,438,438,891,0
Jam-14,19,4457,447,447,970,0
Jam-14,20,5694,559,559,1150,0
Jam-14,20,4256,414,414,968,0
Jam-14,20,4779,478,478,1041,0
Jam-14,20,4828,467,467,1043,0
Jam-14,20,4155,406,406,957,0
Jam-14,20,4487,437,437,1036,0
Jam-14,19,4556,459,459,974,0
Jam-14,19,3853,382,382,819,0
Jam-14,19,4501,450,450,970,0
Jam-14,19,3867,382,382,825,0
Jam-14,20,4831,485,485,1024,0
Jam-14,20,4784,479,479,1062,0
Jam-14,20,4459,437,437,966,0
Jam-14,20,4415,447,447,955,0
Jam-14,19,4247,419,419,868,0
Jam-14,20,4283,437,437,894,0
Jam-14,20,4631,468,468,977,0
Jam-14,20,4612,464,464,988,0
Jam-14,20,4994,496,496,1110,0
Jam-14,19,4219,410,410,954,0
Jam-14,20,4814,486,486,1009,0
Jam-14,20,4911,497,497,935,0
Jam-14,20,4718,455,455,1071,0
Jam-14,19,3702,370,370,751,0
Jam-14,20,4494,435,435,1048,0
Jam-14,20,4250,434,434,868,0
Jam-14,20,4385,429,429,946,0
Jam-14,20,4698,468,468,1041,0
Jam-14,19,4711,476,476,931,0
Jam-14,19,4509,454,454,973,0
Jam-14,20,4383,444,444,932,0
Jam-14,19,5034,500,500,1060,0
Jam-14,19,4080,420,420,786,0
Jam-14,19,3898,385,385,841,0
Jam-14,20,4110,405,405,908,0
Jam-15,24,1461,237,237,107,0
Jam-15,23,1502,244,244,109,0
Jam-15,23,1508,245,245,106,0
Jam-15,24,1447,235,235,104,0
Jam-15,23,1476,240,240,107,0
Jam-15,23,1436,233,233,102,0
Jam-15,24,1447,235,235,103,0
Jam-15,24,1454,236,236,104,0
Jam-15,23,1466,238,238,104,0
Jam-15,24,1448,235,235,107,0
Jam-15,24,1514,246,246,113,0
Jam-15,24,1463,238,238,107,0
Jam-15,24,1501,244,244,108,0
Jam-15,24,1501,244,244,104,0
Jam-15,23,1469,238,238,109,0
Jam-15,24,1491,243,243,104,0
Jam-15,24,1492,242,242,114,0
Jam-15,23,1445,234,234,102,0
Jam-15,24,1486,242,242,104,0
Jam-15,23,1454,236,236,103,0
Jam-15,24,1494,243,243,110,0
Jam-15,24,1500,244,244,110,0
Jam-15,23,1471,239,239,103,0
Jam-15,23,1438,233,233,102,0
Jam-15,23,1449,235,235,106,0
Jam-15,23,1513,246,246,108,0
Jam-15,24,1459,237,237,108,0
Jam-15,23,1503,244,244,104,0
Jam-15,24,1448,235,235,105,0
Jam-15,24,1486,242,242,107,0
Jam-15,24,1443,234,234,105,0
Jam-15,24,1525,248,248,114,0
Jam-15,23,1445,235,235,104,0
Jam-15,23,1477,240,240,102,0
Jam-15,23,1482,241,241,107,0
Jam-15,23,1453,236,236,102,0
Jam-15,24,1460,237,237,110,0
Jam-15,23,1436,233,233,101,0
Jam-15,24,1511,246,246,110,0
Jam-15,24,1441,234,234,105,0
Jam-15,23,1508,245,245,108,0
Jam-15,23,1446,235,235,102,0
Jam-15,23,1468,238,238,106,0
Jam-15,23,1438,233,233,99,0
Jam-15,23,1508,245,245,106,0
Jam-15,24,1469,239,239,104,0
Jam-15,24,1454,236,236,103,0
Jam-15,24,1448,235,235,105,0
Jam-15,24,1514,246,246,112,0
Jam-15,23,1465,238,238,100,0
Jam-15,24,1520,247,247,113,0
Jam-15,24,1508,245,245,115,0
Jam-15,23,1446,235,235,101,0
Jam-15,24,1487,242,242,106,0
Jam-15,24,1525,248,248,114,0
Jam-15,24,1473,239,239,110,0
Jam-15,24,1449,235,235,105,0
Jam-15,24,1485,241,241,106,0
Jam-15,23,1500,244,244,109,0
Jam-15,24,1513,246,246,109,0
Jam-15,24,1492,242,242,108,0
Jam-15,24,1495,243,243,106,0
Jam-15,23,1491,242,242,106,0
Jam-15,24,1493,243,243,105,0
Jam-15,23,1481,241,241,104,0
Jam-15,24,1505,245,245,114,0
Jam-15,24,1495,243,243,112,0
Jam-15,23,1487,242,242,106,0
Jam-15,24,1479,240,240,110,0
Jam-15,24,1436,233,233,101,0
Jam-15,23,1503,244,244,108,0
Jam-15,24,1464,238,238,107,0
Jam-15,24,1513,246,246,109,0
Jam-15,24,1469,239,239,105,0
Jam-15,23,1452,236,236,100,0
Jam-15,24,1493,243,243,111,0
Jam-15,24,1465,238,238,106,0
Jam-15,24,1436,233,233,101,0
Jam-15,23,1501,244,244,104,0
Jam-15,23,1469,238,238,106,0
Jam-15,23,1463,238,238,101,0
Jam-15,23,1484,241,241,105,0
Jam-15,23,1445,234,234,103,0
Jam-15,23,1502,244,244,109,0
Jam-15,24,1494,243,243,109,0
Jam-15,23,1476,240,240,102,0
Jam-15,23,1498,243,243,106,0
Jam-15,24,1467,238,238,111,0
Jam-15,24,1489,242,242,110,0
Jam-15,24,1448,235,235,106,0
Jam-15,24,1507,245,245,109,0
Jam-15,23,1454,236,236,104,0
Jam-15,24,1477,240,240,110,0
Jam-15,23,1452,236,236,103,0
Jam-15,24,1485,241,241,111,0
Jam-15,24,1496,243,243,110,0
Jam-15,24,1490,242,242,110,0
Jam-15,24,1477,240,240,103,0
Jam-15,23,1460,237,237,101,0
Jam-15,24,1470,239,239,106,0
Jam-16,26,5746,706,706,307,0
Jam-16,25,5611,691,691,279,0
Jam-16,26,5631,693,693,278,0
Jam-16,25,5644,693,693,286,0
Jam-16,25,5710,702,702,301,0
Jam-16,25,5558,684,684,263,0
Jam-16,26,5634,694,694,293,0
Jam-16,26,5754,708,708,297,0
Jam-16,26,5610,691,691,272,0
Jam-16,25,5655,696,696,284,0
Jam-16,25,5681,698,698,293,0
Jam-16,25,5751,707,707,305,0
Jam-16,25,5588,687,687,281,0
Jam-16,25,5713,701,701,300,0
Jam-16,26,5648,694,694,289,0
Jam-16,26,5544,684,684,265,0
Jam-16,26,5738,706,706,297,0
Jam-16,25,5690,699,699,297,0
Jam-16,25,5601,690,690,265,0
Jam-16,25,5792,710,710,320,0
Jam-16,25,5700,701,701,294,0
Jam-16,26,5714,703,703,290,0
Jam-16,25,5812,713,713,312,0
Jam-16,25,5627,692,692,282,0
Jam-16,26,5635,693,693,278,0
Jam-16,25,5713,702,702,292,0
Jam-16,26,5678,698,698,284,0
Jam-16,25,5632,694,694,278,0
Jam-16,26,5753,707,707,298,0
Jam-16,25,5682,698,698,297,0
Jam-16,26,5592,689,689,275,0
Jam-16,26,5743,706,706,295,0
Jam-16,26,5598,689,689,272,0
Jam-16,26,5641,694,694,297,0
Jam-16,26,5634,693,693,284,0
Jam-16,25,5725,704,704,301,0
Jam-16,25,5550,683,683,268,0
Jam-16,25,5691,699,699,298,0
Jam-16,26,5661,697,697,281,0
Jam-16,26,5621,692,692,284,0
Jam-16,26,5551,683,683,265,0
Jam-16,26,5621,692,692,274,0
Jam-16,26,5576,687,687,275,0
Jam-16,25,5584,687,687,275,0
Jam-16,25,5741,705,705,298,0
Jam-16,25,5591,687,687,270,0
Jam-16,26,5606,691,691,279,0
Jam-16,25,5597,688,688,269,0
Jam-16,25,5671,697,697,286,0
Jam-16,25,5664,696,696,286,0
Jam-16,26,5760,708,708,314,0
Jam-16,25,5738,705,705,304,0
Jam-16,25,5701,701,701,288,0
Jam-16,25,5645,694,694,298,0
Jam-16,26,5686,698,698,301,0
Jam-16,26,5663,696,696,298,0
Jam-16,26,5680,697,697,299,0
Jam-16,25,5570,685,685,271,0
Jam-16,25,5660,696,696,284,0
Jam-16,25,5722,703,703,292,0
Jam-16,25,5577,687,687,259,0
Jam-16,25,5577,686,686,261,0
Jam-16,25,5653,695,695,301,0
Jam-16,26,5580,687,687,271,0
Jam-16,25,5673,697,697,290,0
Jam-16,26,5623,692,692,290,0
Jam-16,25,5583,686,686,265,0
Jam-16,25,5598,688,688,280,0
Jam-16,26,5638,694,694,289,0
Jam-16,26,5543,683,683,266,0
Jam-16,25,5628,692,692,286,0
Jam-16,26,5678,699,699,285,0
Jam-16,26,5731,705,705,295,0
Jam-16,25,5674,697,697,295,0
Jam-16,25,5743,705,705,313,0
Jam-16,25,5712,702,702,293,0
Jam-16,25,5699,701,701,283,0
Jam-16,25,5696,700,700,281,0
Jam-16,25,5664,696,696,284,0
Jam-16,26,5670,698,698,299,0
Jam-16,26,5681,699,699,280,0
Jam-16,25,5609,690,690,275,0
Jam-16,26,5642,693,693,287,0
Jam-16,26,5713,702,702,292,0
Jam-16,26,5710,702,702,292,0
Jam-16,26,5727,704,704,301,0
Jam-16,26,5621,691,691,280,0
Jam-16,26,5724,703,703,311,0
Jam-16,25,5673,698,698,289,0
Jam-16,25,5823,714,714,318,0
Jam-16,25,5643,694,694,284,0
Jam-16,25,5631,692,692,287,0
Jam-16,25,5703,701,701,288,0
Jam-16,26,5613,691,691,272,0
Jam-16,25,5602,689,689,280,0
Jam-16,26,5626,692,692,289,0
Jam-16,26,5729,704,704,304,0
Jam-16,26,5725,704,704,297,0
Jam-16,25,5555,684,684,272,0
Jam-16,26,5647,695,695,281,0
Jam-17,28,7839,832,832,314,0
Jam-17,29,7754,825,825,319,0
Jam-17,29,7936,845,845,332,0
Jam-17,28,7727,820,820,280,0
Jam-17,29,7774,826,826,303,0
Jam-17,28,7903,840,840,322,0
Jam-17,29,7929,845,845,334,0
Jam-17,28,8001,851,851,320,0
Jam-17,28,7863,835,835,309,0
Jam-17,28,7725,820,820,300,0
Jam-17,29,7824,832,832,331,0
Jam-17,28,7758,824,824,308,0
Jam-17,29,7777,827,827,313,0
Jam-17,28,7862,835,835,290,0
Jam-17,28,7756,823,823,301,0
Jam-17,29,7811,831,831,307,0
Jam-17,29,8036,856,856,341,0
Jam-17,29,7871,838,838,310,0
Jam-17,29,7958,848,848,329,0
Jam-17,28,7870,836,836,302,0
Jam-17,29,7792,829,829,299,0
Jam-17,29,7997,851,851,329,0
Jam-17,28,7937,844,844,303,0
Jam-17,28,7841,833,833,310,0
Jam-17,29,7879,838,838,296,0
Jam-17,28,7878,838,838,327,0
Jam-17,28,7937,844,844,313,0
Jam-17,28,7979,849,849,335,0
Jam-17,28,7772,825,825,287,0
Jam-17,29,7867,836,836,315,0
Jam-17,28,7803,829,829,317,0
Jam-17,29,7930,844,844,320,0
Jam-17,29,7750,824,824,314,0
Jam-17,28,7989,850,850,310,0
Jam-17,29,7813,831,831,321,0
Jam-17,28,7821,832,832,294,0
Jam-17,28,7966,847,847,315,0
Jam-17,28,7892,838,838,310,0
