jsonfile,car_2,car_3,v_size,h_size,mag_nodes,mag_edges,path_length,num_sccs,max_scc_size
../psiturk-rushhour/static/json/1513867801_76_prb28794_7_.json,6,3,5,4,6,6,7,0,1
../psiturk-rushhour/static/json/1513827795_91_prb14351_7_.json,6,3,3,6,6,6,7,0,1
../psiturk-rushhour/static/json/1509464146_18_prb10067_11_.json,6,3,5,4,6,7,11,0,1
../psiturk-rushhour/static/json/1513820623_7_prb1933_7_.json,6,3,7,2,5,6,7,1,4
../psiturk-rushhour/static/json/1513820498_74_prb1707_7_.json,6,3,4,5,9,13,7,1,4
../psiturk-rushhour/static/json/1509585277_63_prb46639_16_.json,6,3,4,5,8,11,16,1,7
../psiturk-rushhour/static/json/1513865167_4_prb22845_7_.json,6,3,7,2,6,6,7,0,1
../psiturk-rushhour/static/json/1509565562_88_prb37904_11_.json,6,3,4,5,8,11,11,1,5
../psiturk-rushhour/static/json/1513826899_37_prb12591_7_.json,6,3,4,5,7,8,7,1,4
../psiturk-rushhour/static/json/1509463186_98_prb9596_14_.json,6,3,6,3,7,11,14,1,5
../psiturk-rushhour/static/json/1509586671_28_prb47495_14_.json,6,3,5,4,8,10,14,0,1
../psiturk-rushhour/static/json/1513808944_26_prb1413_7_.json,6,3,3,6,6,6,7,0,1
../psiturk-rushhour/static/json/1509491188_43_prb22370_16_.json,6,3,4,5,9,15,16,1,5
../psiturk-rushhour/static/json/1509475912_92_prb16445_16_.json,6,3,6,3,9,13,16,1,6
../psiturk-rushhour/static/json/1509455375_45_prb6294_14_.json,6,3,4,5,8,9,14,0,1
../psiturk-rushhour/static/json/1509488403_92_prb20888_14_.json,6,3,4,5,4,4,14,0,1
../psiturk-rushhour/static/json/1509592567_51_prb50629_11_.json,6,3,4,5,9,14,11,1,4
../psiturk-rushhour/static/json/1509562189_18_prb36597_11_.json,6,3,3,6,6,6,11,0,1
../psiturk-rushhour/static/json/1509458404_25_prb7011_11_.json,6,3,4,5,8,12,11,1,6
../psiturk-rushhour/static/json/1513827486_25_prb13666_7_.json,6,3,5,4,6,6,7,0,1
../psiturk-rushhour/static/json/1509586437_07_prb47346_14_.json,6,3,4,5,9,12,14,1,6
../psiturk-rushhour/static/json/1509495640_06_prb24227_16_.json,6,3,4,5,9,16,16,1,6
../psiturk-rushhour/static/json/1509427863_51_prb4365_16_.json,6,3,4,5,9,15,16,1,4
../psiturk-rushhour/static/json/1509467288_51_prb11713_11_.json,6,3,5,4,9,13,11,1,4
../psiturk-rushhour/static/json/1509547500_78_prb29600_14_.json,6,3,6,3,9,12,14,1,6
../psiturk-rushhour/static/json/1509481208_68_prb19356_14_.json,6,3,4,5,9,10,14,0,1
../psiturk-rushhour/static/json/1509474918_36_prb15945_14_.json,6,3,4,5,9,15,14,1,6
../psiturk-rushhour/static/json/1513823322_28_prb6148_7_.json,6,3,4,5,9,12,7,1,4
../psiturk-rushhour/static/json/1509577648_29_prb44171_16_.json,6,3,6,3,9,12,16,1,4
../psiturk-rushhour/static/json/1509472355_7_prb14485_14_.json,6,3,5,4,7,9,14,1,4
../psiturk-rushhour/static/json/1509457858_6_prb6671_14_.json,6,3,7,2,6,9,14,1,4
../psiturk-rushhour/static/json/1509508781_01_prb28189_16_.json,6,3,5,4,7,10,16,0,1
