jsonfile,car_2,car_3,v_size,h_size,mag_nodes,mag_edges,path_length,num_sccs,max_scc_size
../psiturk-rushhour/static/json/1509553794_28_prb32622_9_.json,6,3,4,5,9,10,9,0,1
../psiturk-rushhour/static/json/1509682158_8_prb72423_10_.json,6,3,5,4,7,9,10,0,1
../psiturk-rushhour/static/json/1509643143_08_prb61904_10_.json,6,3,5,4,9,11,10,1,4
../psiturk-rushhour/static/json/1509591552_58_prb50128_10_.json,6,3,5,4,9,11,10,1,5
../psiturk-rushhour/static/json/1509682188_91_prb72455_11_.json,6,3,5,4,8,11,11,1,4
../psiturk-rushhour/static/json/1509644606_39_prb62801_10_.json,6,3,4,5,7,11,10,0,1
../psiturk-rushhour/static/json/1509476450_19_prb16620_15_.json,6,3,4,5,9,17,15,1,7
../psiturk-rushhour/static/json/1509614032_75_prb55498_9_.json,6,3,4,5,8,9,9,0,1
../psiturk-rushhour/static/json/1509481851_76_prb19763_9_.json,6,3,5,4,8,9,9,1,4
../psiturk-rushhour/static/json/1509719130_32_prb76351_14_.json,6,3,3,6,7,8,14,0,1
../psiturk-rushhour/static/json/1509506193_21_prb26837_9_.json,6,3,5,4,8,11,9,1,6
../psiturk-rushhour/static/json/1509566045_57_prb38102_10_.json,6,3,3,6,7,11,10,1,5
../psiturk-rushhour/static/json/1509638760_0_prb59661_9_.json,6,3,6,3,8,11,9,1,5
../psiturk-rushhour/static/json/1509592274_66_prb50438_11_.json,6,3,4,5,8,12,11,1,5
../psiturk-rushhour/static/json/1509728745_07_prb81174_9_.json,6,3,6,3,7,8,9,0,1
../psiturk-rushhour/static/json/1509481452_51_prb19486_9_.json,6,3,5,4,8,9,9,1,4
../psiturk-rushhour/static/json/1509569960_61_prb39995_12_.json,6,3,5,4,7,9,12,1,4
../psiturk-rushhour/static/json/1509651233_44_prb64570_9_.json,6,3,5,4,9,9,9,0,1
../psiturk-rushhour/static/json/1509677924_98_prb70650_9_.json,6,3,4,5,6,7,9,0,1
../psiturk-rushhour/static/json/1509601308_59_prb53037_10_.json,6,3,4,5,9,11,10,1,6
../psiturk-rushhour/static/json/1509560606_56_prb35884_9_.json,6,3,4,5,8,13,9,1,6
../psiturk-rushhour/static/json/1509474855_71_prb15904_9_.json,6,3,4,5,7,8,9,1,4
../psiturk-rushhour/static/json/1509493048_58_prb23272_9_.json,6,3,4,5,4,4,9,0,1
../psiturk-rushhour/static/json/1509425383_88_prb3638_9_.json,6,3,4,5,8,11,9,1,5
../psiturk-rushhour/static/json/1509648665_78_prb63202_12_.json,6,3,3,6,7,7,12,0,1
../psiturk-rushhour/static/json/1509480304_33_prb18972_10_.json,6,3,3,6,7,8,10,1,4
../psiturk-rushhour/static/json/1509474749_47_prb15838_9_.json,6,3,4,5,8,9,9,0,1
../psiturk-rushhour/static/json/1509490501_19_prb21874_11_.json,6,3,5,4,8,12,11,1,6
../psiturk-rushhour/static/json/1509571615_2_prb40909_11_.json,6,3,4,5,6,7,11,0,1
../psiturk-rushhour/static/json/1509673369_01_prb68222_10_.json,6,3,4,5,5,6,10,0,1
../psiturk-rushhour/static/json/1509555391_96_prb33691_12_.json,6,3,5,4,7,8,12,0,1
../psiturk-rushhour/static/json/1509648998_25_prb63419_9_.json,6,3,5,4,7,9,9,1,4
../psiturk-rushhour/static/json/1509423246_75_prb2469_18_.json,6,3,6,3,9,15,18,1,5
../psiturk-rushhour/static/json/1509424293_84_prb3092_9_.json,6,3,4,5,8,12,9,0,1
../psiturk-rushhour/static/json/1509643979_46_prb62425_10_.json,6,3,5,4,8,8,10,0,1
../psiturk-rushhour/static/json/1509490488_19_prb21866_9_.json,6,3,3,6,7,9,9,1,5
../psiturk-rushhour/static/json/1509467564_24_prb11882_12_.json,6,3,5,4,8,10,12,1,5
../psiturk-rushhour/static/json/1509722731_84_prb78273_9_.json,6,3,4,5,9,11,9,1,5
../psiturk-rushhour/static/json/1509488717_4_prb21042_11_.json,6,3,5,4,6,9,11,1,5
../psiturk-rushhour/static/json/1509607382_47_prb54221_9_.json,6,3,2,7,4,4,9,0,1
../psiturk-rushhour/static/json/1509420526_95_prb925_10_.json,6,3,6,3,6,8,10,1,4
../psiturk-rushhour/static/json/1509546097_25_prb28751_9_.json,6,3,4,5,5,6,9,0,1
../psiturk-rushhour/static/json/1509566883_54_prb38526_11_.json,6,3,5,4,9,12,11,1,5
../psiturk-rushhour/static/json/1509565425_58_prb37831_9_.json,6,3,4,5,5,6,9,0,1
../psiturk-rushhour/static/json/1509508639_5_prb28098_10_.json,6,3,5,4,8,12,10,1,4
../psiturk-rushhour/static/json/1509474506_55_prb15694_14_.json,6,3,6,3,8,10,14,2,6
../psiturk-rushhour/static/json/1509478459_73_prb17729_15_.json,6,3,5,4,5,7,15,0,1
../psiturk-rushhour/static/json/1509595032_35_prb52101_11_.json,6,3,3,6,9,12,11,1,6
../psiturk-rushhour/static/json/1509565996_31_prb38085_9_.json,6,3,5,4,8,9,9,1,4
../psiturk-rushhour/static/json/1509639494_46_prb60024_9_.json,6,3,5,4,7,7,9,0,1
../psiturk-rushhour/static/json/1509458606_89_prb7144_15_.json,6,3,6,3,7,9,15,1,4
../psiturk-rushhour/static/json/1509728993_32_prb81332_9_.json,6,3,5,4,9,15,9,1,4
../psiturk-rushhour/static/json/1509569700_97_prb39884_10_.json,6,3,3,6,6,7,10,0,1
../psiturk-rushhour/static/json/1509447299_88_prb5729_11_.json,6,3,4,5,7,9,11,1,4
../psiturk-rushhour/static/json/1509466991_22_prb11570_9_.json,6,3,4,5,8,10,9,1,6
../psiturk-rushhour/static/json/1509638217_56_prb59432_10_.json,6,3,4,5,6,6,10,0,1
../psiturk-rushhour/static/json/1509624220_3_prb56160_13_.json,6,3,6,3,6,8,13,0,1
../psiturk-rushhour/static/json/1509554122_73_prb32854_9_.json,6,3,4,5,8,9,9,1,6
../psiturk-rushhour/static/json/1509632731_84_prb58282_10_.json,6,3,4,5,8,12,10,1,6
../psiturk-rushhour/static/json/1509425618_89_prb3822_11_.json,6,3,3,6,7,10,11,1,5
../psiturk-rushhour/static/json/1509654434_29_prb66248_14_.json,6,3,6,3,7,9,14,1,4
../psiturk-rushhour/static/json/1509462598_91_prb9219_9_.json,6,3,5,4,7,11,9,0,1
../psiturk-rushhour/static/json/1509481566_34_prb19578_11_.json,6,3,4,5,8,10,11,1,4
../psiturk-rushhour/static/json/1509455727_86_prb6456_10_.json,6,3,4,5,7,8,10,1,4
../psiturk-rushhour/static/json/1509591232_68_prb49943_9_.json,6,3,3,6,8,11,9,1,5
../psiturk-rushhour/static/json/1509614274_66_prb55547_14_.json,6,3,5,4,7,10,14,1,4
../psiturk-rushhour/static/json/1509421321_05_prb1412_19_.json,6,3,4,5,6,7,19,0,1
../psiturk-rushhour/static/json/1509423210_92_prb2454_12_.json,6,3,5,4,7,9,12,1,4
../psiturk-rushhour/static/json/1509717711_77_prb75549_17_.json,6,3,4,5,8,11,17,1,5
../psiturk-rushhour/static/json/1509594320_2_prb51539_11_.json,6,3,3,6,6,6,11,0,1
../psiturk-rushhour/static/json/1509489721_31_prb21344_9_.json,6,3,5,4,8,13,9,1,7
../psiturk-rushhour/static/json/1509641815_93_prb61247_12_.json,6,3,5,4,7,10,12,0,1
../psiturk-rushhour/static/json/1509569173_86_prb39616_11_.json,6,3,4,5,6,7,11,0,1
../psiturk-rushhour/static/json/1509722913_13_prb78390_9_.json,6,3,4,5,9,15,9,1,5
../psiturk-rushhour/static/json/1509592567_51_prb50629_11_.json,6,3,4,5,9,14,11,1,4
../psiturk-rushhour/static/json/1509567767_81_prb38838_12_.json,6,3,5,4,8,14,12,1,7
../psiturk-rushhour/static/json/1509643411_35_prb62111_12_.json,6,3,4,5,8,9,12,0,1
../psiturk-rushhour/static/json/1509475206_76_prb16124_10_.json,6,3,5,4,6,8,10,1,5
../psiturk-rushhour/static/json/1509563632_77_prb37224_16_.json,6,3,3,6,8,15,16,1,7
../psiturk-rushhour/static/json/1509489758_26_prb21355_11_.json,6,3,3,6,9,11,11,1,5
../psiturk-rushhour/static/json/1509474077_97_prb15484_9_.json,6,3,4,5,8,11,9,0,1
../psiturk-rushhour/static/json/1509643860_91_prb62371_10_.json,6,3,6,3,6,9,10,1,5
../psiturk-rushhour/static/json/1509467307_74_prb11722_9_.json,6,3,2,7,8,10,9,0,1
../psiturk-rushhour/static/json/1509610160_11_prb54709_9_.json,6,3,3,6,8,12,9,0,1
../psiturk-rushhour/static/json/1509504771_04_prb26546_9_.json,6,3,3,6,9,11,9,1,5
../psiturk-rushhour/static/json/1509614263_72_prb55536_9_.json,6,3,3,6,7,9,9,0,1
../psiturk-rushhour/static/json/1509552581_34_prb31952_10_.json,6,3,5,4,8,10,10,1,6
../psiturk-rushhour/static/json/1509627025_29_prb56727_12_.json,6,3,4,5,9,13,12,1,5
../psiturk-rushhour/static/json/1509674496_11_prb68855_14_.json,6,3,3,6,6,8,14,0,1
../psiturk-rushhour/static/json/1509420735_54_prb1090_13_.json,6,3,5,4,6,6,13,0,1
../psiturk-rushhour/static/json/1509589395_84_prb48973_12_.json,6,3,5,4,7,11,12,1,5
../psiturk-rushhour/static/json/1509419599_85_prb311_10_.json,6,3,4,5,6,7,10,0,1
../psiturk-rushhour/static/json/1509455114_62_prb6145_9_.json,6,3,4,5,5,5,9,0,1
../psiturk-rushhour/static/json/1509469771_03_prb12911_14_.json,6,3,5,4,8,12,14,1,5
../psiturk-rushhour/static/json/1509554169_29_prb32890_10_.json,6,3,7,2,5,5,10,0,1
../psiturk-rushhour/static/json/1509508181_12_prb27868_9_.json,6,3,4,5,6,6,9,0,1
../psiturk-rushhour/static/json/1509422023_2_prb1787_10_.json,6,3,6,3,8,12,10,1,5
../psiturk-rushhour/static/json/1509457992_66_prb6727_9_.json,6,3,3,6,7,9,9,1,6
../psiturk-rushhour/static/json/1509718483_82_prb75998_10_.json,6,3,6,3,6,7,10,0,1
../psiturk-rushhour/static/json/1509554034_06_prb32778_9_.json,6,3,4,5,7,8,9,1,5
../psiturk-rushhour/static/json/1509576444_94_prb43588_9_.json,6,3,4,5,9,11,9,0,1
../psiturk-rushhour/static/json/1509587512_76_prb47974_9_.json,6,3,4,5,8,9,9,1,5
../psiturk-rushhour/static/json/1509591927_85_prb50287_10_.json,6,3,5,4,9,14,10,1,6
../psiturk-rushhour/static/json/1509644323_21_prb62625_9_.json,6,3,5,4,8,10,9,1,5
../psiturk-rushhour/static/json/1509490704_63_prb22003_11_.json,6,3,5,4,7,10,11,0,1
../psiturk-rushhour/static/json/1509600608_5_prb52855_9_.json,6,3,4,5,8,10,9,0,1
../psiturk-rushhour/static/json/1509478518_76_prb17780_18_.json,6,3,6,3,8,11,18,0,1
../psiturk-rushhour/static/json/1509573701_45_prb41956_11_.json,6,3,5,4,7,8,11,0,1
../psiturk-rushhour/static/json/1509565292_42_prb37763_10_.json,6,3,6,3,5,7,10,0,1
../psiturk-rushhour/static/json/1509615046_95_prb55682_10_.json,6,3,6,3,7,8,10,0,1
../psiturk-rushhour/static/json/1509723287_76_prb78575_9_.json,6,3,5,4,9,10,9,1,4
../psiturk-rushhour/static/json/1509492686_23_prb23119_9_.json,6,3,5,4,8,10,9,1,5
../psiturk-rushhour/static/json/1509643572_34_prb62222_11_.json,6,3,5,4,6,6,11,0,1
../psiturk-rushhour/static/json/1509566792_7_prb38474_13_.json,6,3,3,6,6,7,13,0,1
../psiturk-rushhour/static/json/1509593493_52_prb51180_13_.json,6,3,5,4,6,8,13,0,1
../psiturk-rushhour/static/json/1509489809_11_prb21386_11_.json,6,3,6,3,8,11,11,1,5
../psiturk-rushhour/static/json/1509550745_2_prb31051_12_.json,6,3,5,4,8,11,12,1,6
../psiturk-rushhour/static/json/1509491580_32_prb22600_9_.json,6,3,4,5,9,10,9,1,4
../psiturk-rushhour/static/json/1509712979_31_prb74539_10_.json,6,3,4,5,6,8,10,1,5
../psiturk-rushhour/static/json/1509553153_97_prb32280_10_.json,6,3,3,6,7,9,10,1,5
../psiturk-rushhour/static/json/1509577099_01_prb43833_11_.json,6,3,6,3,8,11,11,1,4
../psiturk-rushhour/static/json/1509637016_05_prb58815_9_.json,6,3,4,5,5,5,9,0,1
../psiturk-rushhour/static/json/1509466999_92_prb11575_9_.json,6,3,3,6,8,10,9,1,6
../psiturk-rushhour/static/json/1509572611_29_prb41304_9_.json,6,3,3,6,7,9,9,1,5
../psiturk-rushhour/static/json/1509547084_31_prb29324_11_.json,6,3,4,5,6,8,11,0,1
../psiturk-rushhour/static/json/1509564379_91_prb37562_9_.json,6,3,4,5,9,13,9,0,1
../psiturk-rushhour/static/json/1509575666_14_prb43054_9_.json,6,3,6,3,5,6,9,1,4
../psiturk-rushhour/static/json/1509566770_54_prb38449_9_.json,6,3,4,5,9,11,9,0,1
../psiturk-rushhour/static/json/1509644340_14_prb62649_10_.json,6,3,5,4,7,9,10,1,5
../psiturk-rushhour/static/json/1509552753_35_prb32032_9_.json,6,3,5,4,8,8,9,0,1
../psiturk-rushhour/static/json/1509455642_21_prb6402_10_.json,6,3,4,5,6,6,10,0,1
../psiturk-rushhour/static/json/1509566807_87_prb38484_10_.json,6,3,4,5,9,15,10,1,7
../psiturk-rushhour/static/json/1509624382_07_prb56206_10_.json,6,3,3,6,6,10,10,0,1
../psiturk-rushhour/static/json/1509643775_35_prb62314_9_.json,6,3,5,4,8,11,9,1,5
../psiturk-rushhour/static/json/1509461840_16_prb8674_10_.json,6,3,3,6,9,14,10,1,7
../psiturk-rushhour/static/json/1509720113_96_prb76796_9_.json,6,3,5,4,7,8,9,0,1
../psiturk-rushhour/static/json/1509508310_98_prb27901_10_.json,6,3,2,7,7,9,10,1,5
../psiturk-rushhour/static/json/1509563597_16_prb37196_12_.json,6,3,5,4,9,13,12,1,6
../psiturk-rushhour/static/json/1509553693_89_prb32579_9_.json,6,3,6,3,9,11,9,1,5
../psiturk-rushhour/static/json/1509462594_94_prb9209_10_.json,6,3,4,5,9,14,10,1,8
../psiturk-rushhour/static/json/1509722757_16_prb78288_9_.json,6,3,3,6,8,9,9,1,4
../psiturk-rushhour/static/json/1509649313_4_prb63530_10_.json,6,3,6,3,7,9,10,0,1
../psiturk-rushhour/static/json/1509428569_42_prb4696_11_.json,6,3,4,5,9,13,11,1,4
../psiturk-rushhour/static/json/1509627926_2_prb56930_12_.json,6,3,6,3,5,5,12,0,1
../psiturk-rushhour/static/json/1509480110_39_prb18763_9_.json,6,3,4,5,8,10,9,0,1
../psiturk-rushhour/static/json/1509648770_2_prb63293_10_.json,6,3,5,4,6,7,10,0,1
../psiturk-rushhour/static/json/1509726485_71_prb80465_12_.json,6,3,5,4,8,14,12,1,4
../psiturk-rushhour/static/json/1509479714_51_prb18466_11_.json,6,3,4,5,9,14,11,1,6
../psiturk-rushhour/static/json/1509500628_3_prb24538_12_.json,6,3,6,3,8,10,12,1,5
../psiturk-rushhour/static/json/1509636573_62_prb58632_9_.json,6,3,5,4,7,8,9,1,4
../psiturk-rushhour/static/json/1509591444_81_prb50066_14_.json,6,3,6,3,9,10,14,0,1
../psiturk-rushhour/static/json/1509467119_11_prb11619_10_.json,6,3,3,6,8,10,10,1,6
../psiturk-rushhour/static/json/1509480852_15_prb19179_17_.json,6,3,5,4,9,13,17,1,4
../psiturk-rushhour/static/json/1509648269_26_prb63073_10_.json,6,3,6,3,6,7,10,0,1
../psiturk-rushhour/static/json/1509471940_98_prb14250_9_.json,6,3,3,6,7,8,9,0,1
../psiturk-rushhour/static/json/1509619645_19_prb55813_10_.json,6,3,4,5,8,11,10,1,4
../psiturk-rushhour/static/json/1509454995_24_prb6053_10_.json,6,3,4,5,6,6,10,0,1
../psiturk-rushhour/static/json/1509584279_51_prb45970_12_.json,6,3,3,6,7,8,12,0,1
../psiturk-rushhour/static/json/1509569282_07_prb39672_11_.json,6,3,5,4,7,7,11,0,1
../psiturk-rushhour/static/json/1509545690_34_prb28510_11_.json,6,3,4,5,7,13,11,0,1
../psiturk-rushhour/static/json/1509578308_54_prb44420_9_.json,6,3,4,5,5,6,9,0,1
../psiturk-rushhour/static/json/1509553670_01_prb32563_9_.json,6,3,4,5,8,12,9,1,4
../psiturk-rushhour/static/json/1509574737_46_prb42554_11_.json,6,3,4,5,8,10,11,0,1
../psiturk-rushhour/static/json/1509676646_9_prb69890_10_.json,6,3,3,6,7,9,10,1,4
../psiturk-rushhour/static/json/1509593465_53_prb51165_9_.json,6,3,6,3,9,14,9,1,6
../psiturk-rushhour/static/json/1509477123_34_prb17035_9_.json,6,3,3,6,7,7,9,0,1
../psiturk-rushhour/static/json/1509470807_13_prb13482_9_.json,6,3,2,7,4,5,9,0,1
../psiturk-rushhour/static/json/1509571007_73_prb40642_13_.json,6,3,6,3,9,12,13,1,5
../psiturk-rushhour/static/json/1509637529_89_prb59107_11_.json,6,3,6,3,8,11,11,1,5
../psiturk-rushhour/static/json/1509718931_06_prb76246_10_.json,6,3,5,4,7,8,10,1,4
../psiturk-rushhour/static/json/1509633103_16_prb58465_9_.json,6,3,5,4,8,8,9,0,1
../psiturk-rushhour/static/json/1509502414_76_prb25282_10_.json,6,3,4,5,8,11,10,1,4
../psiturk-rushhour/static/json/1509653171_45_prb65551_10_.json,6,3,5,4,8,9,10,1,4
../psiturk-rushhour/static/json/1509643160_44_prb61925_9_.json,6,3,4,5,8,10,9,0,1
../psiturk-rushhour/static/json/1509712858_87_prb74478_9_.json,6,3,5,4,8,9,9,0,1
../psiturk-rushhour/static/json/1509673665_52_prb68406_10_.json,6,3,4,5,8,10,10,1,5
../psiturk-rushhour/static/json/1509424896_66_prb3421_9_.json,6,3,4,5,8,10,9,0,1
../psiturk-rushhour/static/json/1509466969_85_prb11535_9_.json,6,3,6,3,8,11,9,1,6
../psiturk-rushhour/static/json/1509723282_05_prb78573_9_.json,6,3,4,5,7,9,9,0,1
../psiturk-rushhour/static/json/1509557178_85_prb34660_9_.json,6,3,4,5,8,11,9,1,4
../psiturk-rushhour/static/json/1509467986_77_prb12087_9_.json,6,3,4,5,7,10,9,0,1
../psiturk-rushhour/static/json/1509712959_55_prb74529_12_.json,6,3,4,5,8,11,12,1,5
../psiturk-rushhour/static/json/1509721247_65_prb77343_9_.json,6,3,4,5,5,7,9,0,1
../psiturk-rushhour/static/json/1509605227_0_prb53932_9_.json,6,3,4,5,8,9,9,1,5
../psiturk-rushhour/static/json/1509459461_09_prb7677_10_.json,6,3,4,5,4,5,10,0,1
../psiturk-rushhour/static/json/1509650918_27_prb64385_10_.json,6,3,6,3,5,5,10,0,1
../psiturk-rushhour/static/json/1509491262_39_prb22444_9_.json,6,3,5,4,9,14,9,1,7
../psiturk-rushhour/static/json/1509717836_46_prb75607_10_.json,6,3,3,6,9,10,10,0,1
../psiturk-rushhour/static/json/1509427204_75_prb4074_9_.json,6,3,3,6,7,9,9,0,1
../psiturk-rushhour/static/json/1509713020_38_prb74577_10_.json,6,3,4,5,8,11,10,1,5
../psiturk-rushhour/static/json/1509724529_81_prb79173_10_.json,6,3,3,6,9,13,10,1,8
../psiturk-rushhour/static/json/1509590841_61_prb49754_9_.json,6,3,2,7,5,5,9,0,1
../psiturk-rushhour/static/json/1509726509_37_prb80488_9_.json,6,3,4,5,9,13,9,1,6
../psiturk-rushhour/static/json/1509722072_67_prb77841_9_.json,6,3,4,5,7,9,9,0,1
../psiturk-rushhour/static/json/1509630136_11_prb57415_9_.json,6,3,7,2,7,7,9,0,1
../psiturk-rushhour/static/json/1509677759_55_prb70585_10_.json,6,3,4,5,8,9,10,1,4
../psiturk-rushhour/static/json/1509654123_35_prb66126_17_.json,6,3,6,3,4,5,17,0,1
../psiturk-rushhour/static/json/1509572649_73_prb41360_18_.json,6,3,6,3,4,4,18,0,1
../psiturk-rushhour/static/json/1509726080_27_prb80229_14_.json,6,3,6,3,8,11,14,0,1
../psiturk-rushhour/static/json/1509552347_84_prb31818_9_.json,6,3,4,5,4,5,9,0,1
../psiturk-rushhour/static/json/1509420819_82_prb1161_10_.json,6,3,5,4,8,12,10,1,6
../psiturk-rushhour/static/json/1509584979_56_prb46382_9_.json,6,3,6,3,5,7,9,1,5
../psiturk-rushhour/static/json/1509480961_02_prb19221_9_.json,6,3,6,3,9,10,9,0,1
../psiturk-rushhour/static/json/1509503777_15_prb25930_9_.json,6,3,3,6,5,5,9,0,1
../psiturk-rushhour/static/json/1509420134_57_prb697_13_.json,6,3,4,5,9,12,13,1,5
../psiturk-rushhour/static/json/1509490252_19_prb21718_11_.json,6,3,4,5,9,13,11,1,6
../psiturk-rushhour/static/json/1509554101_59_prb32817_9_.json,6,3,5,4,8,10,9,1,6
../psiturk-rushhour/static/json/1509463627_74_prb9799_9_.json,6,3,5,4,9,13,9,1,6
../psiturk-rushhour/static/json/1509568084_82_prb38999_12_.json,6,3,4,5,9,13,12,1,5
../psiturk-rushhour/static/json/1509678286_66_prb70765_11_.json,6,3,5,4,7,7,11,0,1
../psiturk-rushhour/static/json/1509676740_69_prb69985_9_.json,6,3,2,7,7,8,9,1,4
../psiturk-rushhour/static/json/1509475723_87_prb16350_13_.json,6,3,5,4,9,13,13,1,6
../psiturk-rushhour/static/json/1509420574_37_prb957_9_.json,6,3,4,5,9,16,9,1,7
../psiturk-rushhour/static/json/1509677744_6_prb70573_10_.json,6,3,3,6,6,8,10,0,1
../psiturk-rushhour/static/json/1509730333_2_prb81642_9_.json,6,3,3,6,8,9,9,1,4
../psiturk-rushhour/static/json/1509713397_18_prb74826_12_.json,6,3,5,4,7,8,12,0,1
../psiturk-rushhour/static/json/1509720697_78_prb77082_10_.json,6,3,4,5,9,10,10,1,4
../psiturk-rushhour/static/json/1509488403_92_prb20888_14_.json,6,3,4,5,4,4,14,0,1
