instance,alg,h_weight,learning_iters,alg_path,optimal_path,step
Jam-18,lrta0,1,1,256,22,93
Jam-18,lrta0,1,1,256,22,94
Jam-18,lrta0,1,1,256,23,95
Jam-18,lrta0,1,1,256,23,96
Jam-18,lrta0,1,1,256,23,97
Jam-18,lrta0,1,1,256,22,98
Jam-18,lrta0,1,1,256,22,99
Jam-18,lrta0,1,1,256,22,100
Jam-18,lrta0,1,1,256,22,101
Jam-18,lrta0,1,1,256,23,102
Jam-18,lrta0,1,1,256,22,103
Jam-18,lrta0,1,1,256,23,104
Jam-18,lrta0,1,1,256,24,105
Jam-18,lrta0,1,1,256,23,106
Jam-18,lrta0,1,1,256,23,107
Jam-18,lrta0,1,1,256,24,108
Jam-18,lrta0,1,1,256,23,109
Jam-18,lrta0,1,1,256,22,110
Jam-18,lrta0,1,1,256,21,111
Jam-18,lrta0,1,1,256,22,112
Jam-18,lrta0,1,1,256,22,113
Jam-18,lrta0,1,1,256,22,114
Jam-18,lrta0,1,1,256,23,115
Jam-18,lrta0,1,1,256,23,116
Jam-18,lrta0,1,1,256,24,117
Jam-18,lrta0,1,1,256,23,118
Jam-18,lrta0,1,1,256,23,119
Jam-18,lrta0,1,1,256,23,120
Jam-18,lrta0,1,1,256,24,121
Jam-18,lrta0,1,1,256,23,122
Jam-18,lrta0,1,1,256,22,123
Jam-18,lrta0,1,1,256,23,124
Jam-18,lrta0,1,1,256,23,125
Jam-18,lrta0,1,1,256,22,126
Jam-18,lrta0,1,1,256,23,127
Jam-18,lrta0,1,1,256,23,128
Jam-18,lrta0,1,1,256,22,129
Jam-18,lrta0,1,1,256,22,130
Jam-18,lrta0,1,1,256,22,131
Jam-18,lrta0,1,1,256,21,132
Jam-18,lrta0,1,1,256,20,133
Jam-18,lrta0,1,1,256,21,134
Jam-18,lrta0,1,1,256,20,135
Jam-18,lrta0,1,1,256,21,136
Jam-18,lrta0,1,1,256,20,137
Jam-18,lrta0,1,1,256,21,138
Jam-18,lrta0,1,1,256,20,139
Jam-18,lrta0,1,1,256,21,140
Jam-18,lrta0,1,1,256,21,141
Jam-18,lrta0,1,1,256,20,142
Jam-18,lrta0,1,1,256,19,143
Jam-18,lrta0,1,1,256,18,144
Jam-18,lrta0,1,1,256,19,145
Jam-18,lrta0,1,1,256,18,146
Jam-18,lrta0,1,1,256,17,147
Jam-18,lrta0,1,1,256,16,148
Jam-18,lrta0,1,1,256,15,149
Jam-18,lrta0,1,1,256,15,150
Jam-18,lrta0,1,1,256,15,151
Jam-18,lrta0,1,1,256,14,152
Jam-18,lrta0,1,1,256,15,153
Jam-18,lrta0,1,1,256,14,154
Jam-18,lrta0,1,1,256,14,155
Jam-18,lrta0,1,1,256,14,156
Jam-18,lrta0,1,1,256,13,157
Jam-18,lrta0,1,1,256,13,158
Jam-18,lrta0,1,1,256,13,159
Jam-18,lrta0,1,1,256,14,160
Jam-18,lrta0,1,1,256,13,161
Jam-18,lrta0,1,1,256,12,162
Jam-18,lrta0,1,1,256,12,163
Jam-18,lrta0,1,1,256,13,164
Jam-18,lrta0,1,1,256,13,165
Jam-18,lrta0,1,1,256,14,166
Jam-18,lrta0,1,1,256,15,167
Jam-18,lrta0,1,1,256,15,168
Jam-18,lrta0,1,1,256,15,169
Jam-18,lrta0,1,1,256,16,170
Jam-18,lrta0,1,1,256,17,171
Jam-18,lrta0,1,1,256,17,172
Jam-18,lrta0,1,1,256,17,173
Jam-18,lrta0,1,1,256,17,174
Jam-18,lrta0,1,1,256,17,175
Jam-18,lrta0,1,1,256,18,176
Jam-18,lrta0,1,1,256,18,177
Jam-18,lrta0,1,1,256,19,178
Jam-18,lrta0,1,1,256,19,179
Jam-18,lrta0,1,1,256,19,180
Jam-18,lrta0,1,1,256,20,181
Jam-18,lrta0,1,1,256,19,182
Jam-18,lrta0,1,1,256,18,183
Jam-18,lrta0,1,1,256,17,184
Jam-18,lrta0,1,1,256,16,185
Jam-18,lrta0,1,1,256,17,186
Jam-18,lrta0,1,1,256,18,187
Jam-18,lrta0,1,1,256,18,188
Jam-18,lrta0,1,1,256,18,189
Jam-18,lrta0,1,1,256,17,190
Jam-18,lrta0,1,1,256,18,191
Jam-18,lrta0,1,1,256,18,192
Jam-18,lrta0,1,1,256,18,193
Jam-18,lrta0,1,1,256,17,194
Jam-18,lrta0,1,1,256,16,195
Jam-18,lrta0,1,1,256,16,196
Jam-18,lrta0,1,1,256,16,197
Jam-18,lrta0,1,1,256,16,198
Jam-18,lrta0,1,1,256,16,199
Jam-18,lrta0,1,1,256,16,200
Jam-18,lrta0,1,1,256,16,201
Jam-18,lrta0,1,1,256,16,202
Jam-18,lrta0,1,1,256,16,203
Jam-18,lrta0,1,1,256,16,204
Jam-18,lrta0,1,1,256,17,205
Jam-18,lrta0,1,1,256,16,206
Jam-18,lrta0,1,1,256,15,207
Jam-18,lrta0,1,1,256,14,208
Jam-18,lrta0,1,1,256,13,209
Jam-18,lrta0,1,1,256,13,210
Jam-18,lrta0,1,1,256,13,211
Jam-18,lrta0,1,1,256,12,212
Jam-18,lrta0,1,1,256,11,213
Jam-18,lrta0,1,1,256,10,214
Jam-18,lrta0,1,1,256,10,215
Jam-18,lrta0,1,1,256,11,216
Jam-18,lrta0,1,1,256,10,217
Jam-18,lrta0,1,1,256,10,218
Jam-18,lrta0,1,1,256,10,219
Jam-18,lrta0,1,1,256,10,220
Jam-18,lrta0,1,1,256,11,221
Jam-18,lrta0,1,1,256,12,222
Jam-18,lrta0,1,1,256,11,223
Jam-18,lrta0,1,1,256,11,224
Jam-18,lrta0,1,1,256,11,225
Jam-18,lrta0,1,1,256,10,226
Jam-18,lrta0,1,1,256,11,227
Jam-18,lrta0,1,1,256,11,228
Jam-18,lrta0,1,1,256,11,229
Jam-18,lrta0,1,1,256,12,230
Jam-18,lrta0,1,1,256,12,231
Jam-18,lrta0,1,1,256,12,232
Jam-18,lrta0,1,1,256,11,233
Jam-18,lrta0,1,1,256,10,234
Jam-18,lrta0,1,1,256,9,235
Jam-18,lrta0,1,1,256,8,236
Jam-18,lrta0,1,1,256,8,237
Jam-18,lrta0,1,1,256,8,238
Jam-18,lrta0,1,1,256,8,239
Jam-18,lrta0,1,1,256,8,240
Jam-18,lrta0,1,1,256,8,241
Jam-18,lrta0,1,1,256,8,242
Jam-18,lrta0,1,1,256,8,243
Jam-18,lrta0,1,1,256,8,244
Jam-18,lrta0,1,1,256,8,245
Jam-18,lrta0,1,1,256,8,246
Jam-18,lrta0,1,1,256,8,247
Jam-18,lrta0,1,1,256,8,248
Jam-18,lrta0,1,1,256,8,249
Jam-18,lrta0,1,1,256,7,250
Jam-18,lrta0,1,1,256,6,251
Jam-18,lrta0,1,1,256,5,252
Jam-18,lrta0,1,1,256,4,253
Jam-18,lrta0,1,1,256,3,254
Jam-18,lrta0,1,1,256,2,255
Jam-18,lrta0,1,1,256,2,256
Jam-18,lrta1,1,5,82,26,1
Jam-18,lrta1,1,5,82,25,2
Jam-18,lrta1,1,5,82,25,3
Jam-18,lrta1,1,5,82,24,4
Jam-18,lrta1,1,5,82,23,5
Jam-18,lrta1,1,5,82,22,6
Jam-18,lrta1,1,5,82,22,7
Jam-18,lrta1,1,5,82,21,8
Jam-18,lrta1,1,5,82,20,9
Jam-18,lrta1,1,5,82,21,10
Jam-18,lrta1,1,5,82,20,11
Jam-18,lrta1,1,5,82,21,12
Jam-18,lrta1,1,5,82,20,13
Jam-18,lrta1,1,5,82,20,14
Jam-18,lrta1,1,5,82,21,15
Jam-18,lrta1,1,5,82,20,16
Jam-18,lrta1,1,5,82,21,17
Jam-18,lrta1,1,5,82,21,18
Jam-18,lrta1,1,5,82,20,19
Jam-18,lrta1,1,5,82,21,20
Jam-18,lrta1,1,5,82,21,21
Jam-18,lrta1,1,5,82,21,22
Jam-18,lrta1,1,5,82,21,23
Jam-18,lrta1,1,5,82,21,24
Jam-18,lrta1,1,5,82,22,25
Jam-18,lrta1,1,5,82,21,26
Jam-18,lrta1,1,5,82,21,27
Jam-18,lrta1,1,5,82,21,28
Jam-18,lrta1,1,5,82,20,29
Jam-18,lrta1,1,5,82,19,30
Jam-18,lrta1,1,5,82,18,31
Jam-18,lrta1,1,5,82,18,32
Jam-18,lrta1,1,5,82,19,33
Jam-18,lrta1,1,5,82,18,34
Jam-18,lrta1,1,5,82,18,35
Jam-18,lrta1,1,5,82,17,36
Jam-18,lrta1,1,5,82,18,37
Jam-18,lrta1,1,5,82,17,38
Jam-18,lrta1,1,5,82,16,39
Jam-18,lrta1,1,5,82,17,40
Jam-18,lrta1,1,5,82,16,41
Jam-18,lrta1,1,5,82,15,42
Jam-18,lrta1,1,5,82,15,43
Jam-18,lrta1,1,5,82,15,44
Jam-18,lrta1,1,5,82,15,45
Jam-18,lrta1,1,5,82,16,46
Jam-18,lrta1,1,5,82,16,47
Jam-18,lrta1,1,5,82,16,48
Jam-18,lrta1,1,5,82,16,49
Jam-18,lrta1,1,5,82,15,50
Jam-18,lrta1,1,5,82,14,51
Jam-18,lrta1,1,5,82,15,52
Jam-18,lrta1,1,5,82,16,53
Jam-18,lrta1,1,5,82,16,54
Jam-18,lrta1,1,5,82,15,55
Jam-18,lrta1,1,5,82,14,56
Jam-18,lrta1,1,5,82,14,57
Jam-18,lrta1,1,5,82,14,58
Jam-18,lrta1,1,5,82,13,59
Jam-18,lrta1,1,5,82,12,60
Jam-18,lrta1,1,5,82,11,61
Jam-18,lrta1,1,5,82,11,62
Jam-18,lrta1,1,5,82,10,63
Jam-18,lrta1,1,5,82,11,64
Jam-18,lrta1,1,5,82,10,65
Jam-18,lrta1,1,5,82,9,66
Jam-18,lrta1,1,5,82,9,67
Jam-18,lrta1,1,5,82,9,68
Jam-18,lrta1,1,5,82,8,69
Jam-18,lrta1,1,5,82,8,70
Jam-18,lrta1,1,5,82,8,71
Jam-18,lrta1,1,5,82,8,72
Jam-18,lrta1,1,5,82,8,73
Jam-18,lrta1,1,5,82,8,74
Jam-18,lrta1,1,5,82,8,75
Jam-18,lrta1,1,5,82,7,76
Jam-18,lrta1,1,5,82,6,77
Jam-18,lrta1,1,5,82,5,78
Jam-18,lrta1,1,5,82,4,79
Jam-18,lrta1,1,5,82,3,80
Jam-18,lrta1,1,5,82,2,81
Jam-18,lrta1,1,5,82,2,82
Jam-18,lrta2,1,10,69,26,1
Jam-18,lrta2,1,10,69,26,2
Jam-18,lrta2,1,10,69,25,3
Jam-18,lrta2,1,10,69,24,4
Jam-18,lrta2,1,10,69,24,5
Jam-18,lrta2,1,10,69,23,6
Jam-18,lrta2,1,10,69,22,7
Jam-18,lrta2,1,10,69,22,8
Jam-18,lrta2,1,10,69,22,9
Jam-18,lrta2,1,10,69,21,10
Jam-18,lrta2,1,10,69,22,11
Jam-18,lrta2,1,10,69,21,12
Jam-18,lrta2,1,10,69,21,13
Jam-18,lrta2,1,10,69,20,14
Jam-18,lrta2,1,10,69,19,15
Jam-18,lrta2,1,10,69,20,16
Jam-18,lrta2,1,10,69,21,17
Jam-18,lrta2,1,10,69,21,18
Jam-18,lrta2,1,10,69,21,19
Jam-18,lrta2,1,10,69,22,20
Jam-18,lrta2,1,10,69,21,21
Jam-18,lrta2,1,10,69,21,22
Jam-18,lrta2,1,10,69,21,23
Jam-18,lrta2,1,10,69,20,24
Jam-18,lrta2,1,10,69,20,25
Jam-18,lrta2,1,10,69,19,26
Jam-18,lrta2,1,10,69,20,27
Jam-18,lrta2,1,10,69,19,28
Jam-18,lrta2,1,10,69,20,29
Jam-18,lrta2,1,10,69,19,30
Jam-18,lrta2,1,10,69,19,31
Jam-18,lrta2,1,10,69,18,32
Jam-18,lrta2,1,10,69,17,33
Jam-18,lrta2,1,10,69,17,34
Jam-18,lrta2,1,10,69,17,35
Jam-18,lrta2,1,10,69,16,36
Jam-18,lrta2,1,10,69,16,37
Jam-18,lrta2,1,10,69,15,38
Jam-18,lrta2,1,10,69,14,39
Jam-18,lrta2,1,10,69,13,40
Jam-18,lrta2,1,10,69,13,41
Jam-18,lrta2,1,10,69,14,42
Jam-18,lrta2,1,10,69,14,43
Jam-18,lrta2,1,10,69,14,44
Jam-18,lrta2,1,10,69,13,45
Jam-18,lrta2,1,10,69,12,46
Jam-18,lrta2,1,10,69,11,47
Jam-18,lrta2,1,10,69,11,48
Jam-18,lrta2,1,10,69,12,49
Jam-18,lrta2,1,10,69,12,50
Jam-18,lrta2,1,10,69,11,51
Jam-18,lrta2,1,10,69,10,52
Jam-18,lrta2,1,10,69,9,53
Jam-18,lrta2,1,10,69,10,54
Jam-18,lrta2,1,10,69,10,55
Jam-18,lrta2,1,10,69,9,56
Jam-18,lrta2,1,10,69,8,57
Jam-18,lrta2,1,10,69,7,58
Jam-18,lrta2,1,10,69,7,59
Jam-18,lrta2,1,10,69,6,60
Jam-18,lrta2,1,10,69,5,61
Jam-18,lrta2,1,10,69,5,62
Jam-18,lrta2,1,10,69,5,63
Jam-18,lrta2,1,10,69,5,64
Jam-18,lrta2,1,10,69,5,65
Jam-18,lrta2,1,10,69,4,66
Jam-18,lrta2,1,10,69,3,67
Jam-18,lrta2,1,10,69,2,68
Jam-18,lrta2,1,10,69,2,69
Jam-18,lrta3,1,15,76,26,1
Jam-18,lrta3,1,15,76,26,2
Jam-18,lrta3,1,15,76,26,3
Jam-18,lrta3,1,15,76,26,4
Jam-18,lrta3,1,15,76,26,5
Jam-18,lrta3,1,15,76,26,6
Jam-18,lrta3,1,15,76,26,7
Jam-18,lrta3,1,15,76,25,8
Jam-18,lrta3,1,15,76,26,9
Jam-18,lrta3,1,15,76,25,10
Jam-18,lrta3,1,15,76,24,11
Jam-18,lrta3,1,15,76,25,12
Jam-18,lrta3,1,15,76,25,13
Jam-18,lrta3,1,15,76,24,14
Jam-18,lrta3,1,15,76,23,15
Jam-18,lrta3,1,15,76,24,16
Jam-18,lrta3,1,15,76,25,17
Jam-18,lrta3,1,15,76,26,18
Jam-18,lrta3,1,15,76,26,19
Jam-18,lrta3,1,15,76,26,20
Jam-18,lrta3,1,15,76,25,21
Jam-18,lrta3,1,15,76,25,22
Jam-18,lrta3,1,15,76,25,23
Jam-18,lrta3,1,15,76,25,24
Jam-18,lrta3,1,15,76,24,25
Jam-18,lrta3,1,15,76,23,26
Jam-18,lrta3,1,15,76,24,27
Jam-18,lrta3,1,15,76,25,28
Jam-18,lrta3,1,15,76,25,29
Jam-18,lrta3,1,15,76,25,30
Jam-18,lrta3,1,15,76,25,31
Jam-18,lrta3,1,15,76,25,32
Jam-18,lrta3,1,15,76,25,33
Jam-18,lrta3,1,15,76,24,34
Jam-18,lrta3,1,15,76,23,35
Jam-18,lrta3,1,15,76,22,36
Jam-18,lrta3,1,15,76,22,37
Jam-18,lrta3,1,15,76,23,38
Jam-18,lrta3,1,15,76,23,39
Jam-18,lrta3,1,15,76,23,40
Jam-18,lrta3,1,15,76,23,41
Jam-18,lrta3,1,15,76,22,42
Jam-18,lrta3,1,15,76,23,43
Jam-18,lrta3,1,15,76,22,44
Jam-18,lrta3,1,15,76,21,45
Jam-18,lrta3,1,15,76,20,46
Jam-18,lrta3,1,15,76,21,47
Jam-18,lrta3,1,15,76,20,48
Jam-18,lrta3,1,15,76,19,49
Jam-18,lrta3,1,15,76,19,50
Jam-18,lrta3,1,15,76,19,51
Jam-18,lrta3,1,15,76,18,52
Jam-18,lrta3,1,15,76,17,53
Jam-18,lrta3,1,15,76,16,54
Jam-18,lrta3,1,15,76,15,55
Jam-18,lrta3,1,15,76,14,56
Jam-18,lrta3,1,15,76,13,57
Jam-18,lrta3,1,15,76,13,58
Jam-18,lrta3,1,15,76,13,59
Jam-18,lrta3,1,15,76,12,60
Jam-18,lrta3,1,15,76,11,61
Jam-18,lrta3,1,15,76,10,62
Jam-18,lrta3,1,15,76,9,63
Jam-18,lrta3,1,15,76,8,64
Jam-18,lrta3,1,15,76,8,65
Jam-18,lrta3,1,15,76,8,66
Jam-18,lrta3,1,15,76,7,67
Jam-18,lrta3,1,15,76,7,68
Jam-18,lrta3,1,15,76,7,69
Jam-18,lrta3,1,15,76,7,70
Jam-18,lrta3,1,15,76,6,71
Jam-18,lrta3,1,15,76,5,72
Jam-18,lrta3,1,15,76,4,73
Jam-18,lrta3,1,15,76,3,74
Jam-18,lrta3,1,15,76,2,75
Jam-18,lrta3,1,15,76,2,76
Jam-18,lrta4,1,25,548,26,1
Jam-18,lrta4,1,25,548,26,2
Jam-18,lrta4,1,25,548,26,3
Jam-18,lrta4,1,25,548,26,4
Jam-18,lrta4,1,25,548,25,5
Jam-18,lrta4,1,25,548,25,6
Jam-18,lrta4,1,25,548,24,7
Jam-18,lrta4,1,25,548,23,8
Jam-18,lrta4,1,25,548,22,9
Jam-18,lrta4,1,25,548,22,10
Jam-18,lrta4,1,25,548,22,11
Jam-18,lrta4,1,25,548,21,12
Jam-18,lrta4,1,25,548,22,13
Jam-18,lrta4,1,25,548,23,14
Jam-18,lrta4,1,25,548,22,15
Jam-18,lrta4,1,25,548,21,16
Jam-18,lrta4,1,25,548,20,17
Jam-18,lrta4,1,25,548,20,18
Jam-18,lrta4,1,25,548,19,19
Jam-18,lrta4,1,25,548,19,20
Jam-18,lrta4,1,25,548,19,21
Jam-18,lrta4,1,25,548,19,22
Jam-18,lrta4,1,25,548,19,23
Jam-18,lrta4,1,25,548,19,24
Jam-18,lrta4,1,25,548,19,25
Jam-18,lrta4,1,25,548,18,26
Jam-18,lrta4,1,25,548,17,27
Jam-18,lrta4,1,25,548,17,28
Jam-18,lrta4,1,25,548,16,29
Jam-18,lrta4,1,25,548,15,30
Jam-18,lrta4,1,25,548,14,31
Jam-18,lrta4,1,25,548,13,32
Jam-18,lrta4,1,25,548,13,33
Jam-18,lrta4,1,25,548,14,34
Jam-18,lrta4,1,25,548,14,35
Jam-18,lrta4,1,25,548,14,36
Jam-18,lrta4,1,25,548,15,37
Jam-18,lrta4,1,25,548,16,38
Jam-18,lrta4,1,25,548,17,39
Jam-18,lrta4,1,25,548,18,40
Jam-18,lrta4,1,25,548,19,41
